ID,诗名,花名,朝代,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2
52,岭 梅,梅花,宋,梅花破萼时， 瘴雨吹成雪。 驿使忽相逢， 无言似愁绝。,愁、萼、梅、瘴、雪,愁 萼 梅 瘴 雪 花 破 言 雨 忽,"[[""愁"", 0.1322723776102066], [""萼"", 0.12048569321632385], [""梅"", 0.09529852867126465], [""瘴"", 0.05522381514310837], [""雪"", 0.04886775463819504], [""花"", 0.03781656175851822], [""破"", 0.03563237562775612], [""言"", 0.03472122550010681], [""雨"", 0.0342494398355484], [""忽"", 0.025585558265447617]]",25.5686
53,咏 梅,梅花,金,未报江南信， 先开雪里村。 要看花上月， 立马待黄昏。,马、江、黄、花、南,马 江 黄 花 南 月 雪 信 报 昏,"[[""马"", 0.08137901872396469], [""江"", 0.06614544987678528], [""黄"", 0.061926163733005524], [""花"", 0.061528466641902924], [""南"", 0.052099961787462234], [""月"", 0.047483496367931366], [""雪"", 0.04549912363290787], [""信"", 0.044386617839336395], [""报"", 0.03807995095849037], [""昏"", 0.036815039813518524]]",25.506418
54,邻墙梅花,梅花,元,腊后春才到， 寒香袭素袍。 梅花如有意， 不在粉墙高。,腊、花、才、梅、墙,腊 花 才 梅 墙 春 寒 粉 意 香,"[[""腊"", 0.08653613179922104], [""花"", 0.07645624876022339], [""才"", 0.07602684199810028], [""梅"", 0.06291338056325912], [""墙"", 0.056927356868982315], [""春"", 0.05354144796729088], [""寒"", 0.04808846488595009], [""粉"", 0.04216775670647621], [""意"", 0.041167713701725006], [""香"", 0.03529861196875572]]",25.548979
55,梅 花,梅花,清,竹屋围深雪， 林间无路通。 暗香留不住， 多事是春风。,竹、屋、雪、香、风,竹 屋 雪 香 风 围 林 春 事 路,"[[""竹"", 0.12771667540073395], [""屋"", 0.092117540538311], [""雪"", 0.08524981886148453], [""香"", 0.08514299988746643], [""风"", 0.07389793545007706], [""围"", 0.07317613810300827], [""林"", 0.06923463940620422], [""春"", 0.043598972260951996], [""事"", 0.024963119998574257], [""路"", 0.020136652514338493]]",25.47847
56,梅 花,梅花,清,孤馆寒梅发， 春风款款来。 故园花落尽， 江上一枝开。,花、梅、孤、枝、馆,花 梅 孤 枝 馆 寒 春 园 落 江,"[[""花"", 0.0941406637430191], [""梅"", 0.09257035702466965], [""孤"", 0.07737581431865692], [""枝"", 0.07409210503101349], [""馆"", 0.07356244325637817], [""寒"", 0.059421438723802567], [""春"", 0.058832041919231415], [""园"", 0.05642704665660858], [""落"", 0.04710923880338669], [""江"", 0.04513562470674515]]",25.523859
57,梅花坞坐月,梅花,清,静坐月明中， 孤吟破清冷。 隔溪老鹤来， 踏碎梅花影。,花、梅、碎、鹤、影,花 梅 碎 鹤 影 溪 月 吟 老 孤,"[[""花"", 0.11784810572862625], [""梅"", 0.07276734709739685], [""碎"", 0.06489013135433197], [""鹤"", 0.062261637300252914], [""影"", 0.05059650167822838], [""溪"", 0.047302551567554474], [""月"", 0.0432225838303566], [""吟"", 0.04273151606321335], [""老"", 0.03257974982261658], [""孤"", 0.029983213171362877]]",25.551949
58,灵谷寺梅花坞,梅花,明,山下几家茅屋， 村中千树梅花。 藉草持壶燕坐， 隔林敲石煎茶。,花、山、梅、燕、草,花 山 梅 燕 草 树 茅 村 壶 隔,"[[""花"", 0.07655253261327744], [""山"", 0.07340939342975616], [""梅"", 0.07076486200094223], [""燕"", 0.06574423611164093], [""草"", 0.047209110110998154], [""树"", 0.03795187547802925], [""茅"", 0.03662705048918724], [""村"", 0.035813771188259125], [""壶"", 0.035687245428562164], [""隔"", 0.035055555403232574]]",25.454416
59,新栽梅,梅花,唐,池边新种七株梅， 欲到花时点检来。 莫怕长洲桃李妒， 今年好为使君开。,洲、池、李、花、妒,洲 池 李 花 妒 桃 梅 怕 新 边,"[[""洲"", 0.27585384249687195], [""池"", 0.07932918518781662], [""李"", 0.07015205919742584], [""花"", 0.06436534225940704], [""妒"", 0.047988273203372955], [""桃"", 0.04637998342514038], [""梅"", 0.03695377707481384], [""怕"", 0.029251016676425934], [""新"", 0.0270648542791605], [""边"", 0.023611247539520264]]",25.522207
60,春女怨,梅花,唐,白玉堂前一树梅， 今朝忽见数花开。  儿家门户重重闭， 春色因何入得来？,玉、堂、花、春、梅,玉 堂 花 春 梅 门 户 白 闭 重,"[[""玉"", 0.20969803631305695], [""堂"", 0.1283138394355774], [""花"", 0.06753983348608017], [""春"", 0.05999649316072464], [""梅"", 0.04538609832525253], [""门"", 0.044966429471969604], [""户"", 0.043120868504047394], [""白"", 0.03068414516746998], [""闭"", 0.03026401251554489], [""重"", 0.023110434412956238]]",25.520878
61,早 梅,梅花,唐,一树寒梅白玉条， 迥临村路傍溪桥。 不知近水花先发， 疑是经冬雪未消。,溪、花、寒、雪、玉,溪 花 寒 雪 玉 水 村 傍 桥 梅,"[[""溪"", 0.1527865082025528], [""花"", 0.10902833193540573], [""寒"", 0.08060292899608612], [""雪"", 0.05365215241909027], [""玉"", 0.048367567360401154], [""水"", 0.04236631467938423], [""村"", 0.04210677742958069], [""傍"", 0.031034136191010475], [""桥"", 0.03076050989329815], [""梅"", 0.03049912489950657]]",25.479179
62,竹里梅,梅花,唐,竹里梅花相并枝， 梅花正发竹枝垂。 风吹总向竹枝上， 直似王家雪下时。,梅、雪、王、花、竹,梅 雪 王 花 竹 上 枝 里 家 吹,"[[""梅"", 0.0672181025147438], [""雪"", 0.05696243792772293], [""王"", 0.049271710216999054], [""花"", 0.04440245032310486], [""竹"", 0.03726952522993088], [""上"", 0.03443027287721634], [""枝"", 0.03274673596024513], [""里"", 0.03152128681540489], [""家"", 0.027546003460884094], [""吹"", 0.026765424758195877]]",25.562241
63,山驿梅花,梅花,唐,生在幽崖独无主， 溪萝涧鸟为俦侣。 行人陌上不留情， 愁香空谢深山雨。,山、溪、崖、谢、雨,山 溪 崖 谢 雨 香 愁 涧 情 陌,"[[""山"", 0.17457814514636993], [""溪"", 0.12340652197599411], [""崖"", 0.10017131268978119], [""谢"", 0.05356798693537712], [""雨"", 0.05277140066027641], [""香"", 0.04043355956673622], [""愁"", 0.03624420613050461], [""涧"", 0.03244483843445778], [""情"", 0.025957848876714706], [""陌"", 0.025855230167508125]]",25.550837
64,梅 花,梅花,唐,枝枝倚槛照池冰， 粉薄香残恨不。 占得早芳何所利？ 与他霜雪助威棱。,香、冰、霜、何、威,香 冰 霜 何 威 雪 槛 棱 所 枝,"[[""香"", 0.06282408535480499], [""冰"", 0.053965505212545395], [""霜"", 0.04513268917798996], [""何"", 0.043507277965545654], [""威"", 0.04327583312988281], [""雪"", 0.040845129638910294], [""槛"", 0.03419102355837822], [""棱"", 0.03385916352272034], [""所"", 0.0317988246679306], [""枝"", 0.030366290360689163]]",25.560823
65,京师逢卖梅花,梅花,宋,忆在鄱君旧国旁， 马穿修竹忽闻香。 偶将眼趁蝴蝶去， 隔水深深几处芳。,蝶、鄱、君、蝴、隔,蝶 鄱 君 蝴 隔 在 竹 国 趁 忆,"[[""蝶"", 0.07061135768890381], [""鄱"", 0.06603702157735825], [""君"", 0.06225675716996193], [""蝴"", 0.056351810693740845], [""隔"", 0.04004833102226257], [""在"", 0.03709643706679344], [""竹"", 0.03466691076755524], [""国"", 0.031736887991428375], [""趁"", 0.030995817855000496], [""忆"", 0.027587343007326126]]",25.510754
66,梅 花,梅花,宋,萧条腊后复春前， 雪压霜欺未放妍。 昨日倚阑枝上看， 似留春意入新年。,阑、妍、上、意、条,阑 妍 上 意 条 看 倚 腊 萧 雪,"[[""阑"", 0.09202060848474503], [""妍"", 0.08519384264945984], [""上"", 0.05388814955949783], [""意"", 0.053879741579294205], [""条"", 0.053479138761758804], [""看"", 0.04173370450735092], [""倚"", 0.0375765785574913], [""腊"", 0.03472164645791054], [""萧"", 0.03462452441453934], [""雪"", 0.03298775851726532]]",25.592257
67,梅花二首,梅花,宋,春来幽谷水潺潺， 的乐梅花草棘间。 一夜东风吹石裂， 半随飞雪渡关山。 何人把酒,花、溪、山、谷、关,花 溪 山 谷 关 飞 幽 石 棘 夜,"[[""花"", 0.10691461712121964], [""溪"", 0.052795398980379105], [""山"", 0.0507330447435379], [""谷"", 0.050355926156044006], [""关"", 0.043632179498672485], [""飞"", 0.03425607085227966], [""幽"", 0.025239039212465286], [""石"", 0.02351432666182518], [""棘"", 0.023486386984586716], [""夜"", 0.022843489423394203]]",25.547138
68,次韵杨公济奉议梅花,梅花,宋,寒雀喧喧冻不飞， 绕林空啄未开枝。 多情好与风流伴， 不到双双燕子时。 ,林、寒、子、风、流,林 寒 子 风 流 飞 燕 情 喧 双,"[[""林"", 0.1947752982378006], [""寒"", 0.09042596071958542], [""子"", 0.0700373649597168], [""风"", 0.04625026509165764], [""流"", 0.043787892907857895], [""飞"", 0.04267841950058937], [""燕"", 0.03866032883524895], [""情"", 0.03677130490541458], [""喧"", 0.030859073624014854], [""双"", 0.022627338767051697]]",25.592865
69,梅 花,梅花,宋,春入西湖到处花， 裙腰芳草抱山斜。 盈盈解佩临烟浦， 脉脉当鲈卖酒家。,烟、花、浦、湖、西,烟 花 浦 湖 西 山 佩 春 家 斜,"[[""烟"", 0.16015470027923584], [""花"", 0.1384197175502777], [""浦"", 0.13132865726947784], [""湖"", 0.08263740688562393], [""西"", 0.047729313373565674], [""山"", 0.043254174292087555], [""佩"", 0.042132481932640076], [""春"", 0.027335286140441895], [""家"", 0.022697899490594864], [""斜"", 0.019729068502783775]]",25.576088
70,十一月后庭梅花盛开,梅花,宋,迎腊梅花无数开， 旋看飞片点青苔。 幽香粉艳谁人见， 时有山禽入树来。,山、苔、看、花、开,山 苔 看 花 开 树 飞 禽 青 粉,"[[""山"", 0.10422288626432419], [""苔"", 0.08671540766954422], [""看"", 0.046988461166620255], [""花"", 0.04328992962837219], [""开"", 0.04269440472126007], [""树"", 0.03934444859623909], [""飞"", 0.033498164266347885], [""禽"", 0.030982907861471176], [""青"", 0.03086448833346367], [""粉"", 0.030518146231770515]]",25.556557
71,梅,梅花,宋,爱欹纤影上窗纱， 无限轻香夜绕家。 一阵东风湿残雪， 强将娇泪学梨花。,泪、梨、花、窗、雪,泪 梨 花 窗 雪 风 影 纱 纤 娇,"[[""泪"", 0.13359874486923218], [""梨"", 0.09286412596702576], [""花"", 0.0725632980465889], [""窗"", 0.0713307335972786], [""雪"", 0.06823533773422241], [""风"", 0.06228218227624893], [""影"", 0.050253238528966904], [""纱"", 0.04137074574828148], [""纤"", 0.04116752743721008], [""娇"", 0.03757225349545479]]",25.491587
72,和张规臣水墨梅五绝(其三),梅花,宋,粲粲江南万玉妃， 别来几度见春归。 相逢京洛浑依旧， 惟恐緇尘染素衣。,京、玉、洛、衣、尘,京 玉 洛 衣 尘 春 妃 江 粲 染,"[[""京"", 0.08940083533525467], [""玉"", 0.08538737148046494], [""洛"", 0.07313958555459976], [""衣"", 0.07218246161937714], [""尘"", 0.060820117592811584], [""春"", 0.050510603934526443], [""妃"", 0.041724126785993576], [""江"", 0.03562549129128456], [""粲"", 0.031289681792259216], [""染"", 0.02871820703148842]]",25.527267
73,和张规臣水墨梅五绝（其五）,梅花,宋,自读西湖处士诗， 年年临水看幽姿。 晴窗画出横斜影， 绝胜前村夜雪时。,雪、湖、夜、晴、出,雪 湖 夜 晴 出 姿 村 窗 影 水,"[[""雪"", 0.1196650043129921], [""湖"", 0.10334427654743195], [""夜"", 0.0976283848285675], [""晴"", 0.0703534185886383], [""出"", 0.06550166010856628], [""姿"", 0.05518374964594841], [""村"", 0.053662143647670746], [""窗"", 0.04372713342308998], [""影"", 0.041863519698381424], [""水"", 0.037782590836286545]]",25.565434
74,绿萼梅,梅花,宋,朝罢东皇放玉鸾， 霜罗薄袖绿裙单。 贪看绿竹忘归路， 不管人间日暮寒。,竹、寒、罗、裙、管,竹 寒 罗 裙 管 绿 暮 皇 路 鸾,"[[""竹"", 0.15578250586986542], [""寒"", 0.07947397977113724], [""罗"", 0.06261096149682999], [""裙"", 0.05637930706143379], [""管"", 0.05582442879676819], [""绿"", 0.047962866723537445], [""暮"", 0.03458402305841446], [""皇"", 0.033009178936481476], [""路"", 0.02899964153766632], [""鸾"", 0.027925247326493263]]",25.602461
75,落 梅,梅花,宋,雪虐风饕愈凛然， 花中气节最高坚。 过时自合飘零去， 耻向东君更乞怜。,雪、花、风、飘、乞,雪 花 风 飘 乞 坚 虐 饕 耻 节,"[[""雪"", 0.13220199942588806], [""花"", 0.11682607978582382], [""风"", 0.09002690017223358], [""飘"", 0.07420086115598679], [""乞"", 0.050256311893463135], [""坚"", 0.031000101938843727], [""虐"", 0.030735833570361137], [""饕"", 0.02730610780417919], [""耻"", 0.025834307074546814], [""节"", 0.022265156731009483]]",25.551273
76,梅 花,梅花,宋,幽香淡淡影疏疏， 雪虐风饕只自如。 正是花中巢许辈， 人间富贵不关渠。,花、巢、雪、香、影,花 巢 雪 香 影 风 淡 虐 许 关,"[[""花"", 0.07070814818143845], [""巢"", 0.06263765692710876], [""雪"", 0.061930473893880844], [""香"", 0.05788329616189003], [""影"", 0.05179550498723984], [""风"", 0.05090471729636192], [""淡"", 0.03221758455038071], [""虐"", 0.02882223017513752], [""许"", 0.028135407716035843], [""关"", 0.02758621983230114]]",25.560608
77,梅 花,梅花,宋,闻道梅花坼晓风， 雪堆遍满四山中。 何方可化身千亿， 一树梅前一放翁。,山、雪、化、方、花,山 雪 化 方 花 梅 道 风 亿 坼,"[[""山"", 0.1286521703004837], [""雪"", 0.08373139798641205], [""化"", 0.08161424845457077], [""方"", 0.07073768973350525], [""花"", 0.05952199175953865], [""梅"", 0.05852976441383362], [""道"", 0.054946981370449066], [""风"", 0.050316475331783295], [""亿"", 0.03485415130853653], [""坼"", 0.024061711505055428]]",25.615894
78,梅 花,梅花,宋,乱簪桐帽花如雪， 斜挂驴鞍酒满壶。 安得丹青如顾陆， 凭渠画我夜归图。,雪、花、陆、青、夜,雪 花 陆 青 夜 图 簪 壶 丹 乱,"[[""雪"", 0.13249769806861877], [""花"", 0.10207681357860565], [""陆"", 0.09233062714338303], [""青"", 0.06822741031646729], [""夜"", 0.06053698807954788], [""图"", 0.050981055945158005], [""簪"", 0.04815668985247612], [""壶"", 0.041393354535102844], [""丹"", 0.038344915956258774], [""乱"", 0.0364321693778038]]",25.616116
79,江上寻梅,梅花,宋,小园风月不多宽， 一树梅花开未残。 剥啄敲门嫌特地， 缓拖藤杖隔篱看。,花、梅、门、月、风,花 梅 门 月 风 藤 篱 园 特 看,"[[""花"", 0.1063341498374939], [""梅"", 0.0917682945728302], [""门"", 0.09174644201993942], [""月"", 0.0815315842628479], [""风"", 0.07576769590377808], [""藤"", 0.050240445882081985], [""篱"", 0.04218652844429016], [""园"", 0.035004936158657074], [""特"", 0.03448047861456871], [""看"", 0.0323767326772213]]",25.564009
80,折梅花,梅花,宋,折得梅花愧满颜， 文书堆案正如山。 输君一觉翛然梦， 长在清泉白石间。,案、文、山、花、梅,案 文 山 花 梅 颜 白 泉 石 折,"[[""案"", 0.15460734069347382], [""文"", 0.08112349361181259], [""山"", 0.07426008582115173], [""花"", 0.06839362531900406], [""梅"", 0.059955254197120667], [""颜"", 0.054114218801259995], [""白"", 0.04803468659520149], [""泉"", 0.047961730509996414], [""石"", 0.03156672418117523], [""折"", 0.02828141488134861]]",25.502697
81,雪后寻梅,梅花,宋,双鹊飞来噪午晴， 一枝梅影向窗横。 幽人宿醉闲欹枕， 不待闻香已解酲。,飞、窗、梅、晴、影,飞 窗 梅 晴 影 枝 香 鹊 宿 双,"[[""飞"", 0.10523588210344315], [""窗"", 0.06480909883975983], [""梅"", 0.06088266521692276], [""晴"", 0.05940907076001167], [""影"", 0.0577593669295311], [""枝"", 0.05624423176050186], [""香"", 0.047821130603551865], [""鹊"", 0.04081061854958534], [""宿"", 0.03527570515871048], [""双"", 0.034351568669080734]]",25.574223
82,池亭双树梅花,梅花,宋,开尽梅花半欲残， 两枝晴雪作双寒。 团栾绕树元无见， 只合池亭隔水看。,亭、梅、看、双、池,亭 梅 看 双 池 水 雪 隔 团 花,"[[""亭"", 0.05635444447398186], [""梅"", 0.044664572924375534], [""看"", 0.04024176672101021], [""双"", 0.0370166078209877], [""池"", 0.036666058003902435], [""水"", 0.03521215170621872], [""雪"", 0.034519683569669724], [""隔"", 0.034292131662368774], [""团"", 0.03373704478144646], [""花"", 0.03334283083677292]]",25.540401
83,南斋梅花,梅花,宋,朝来早起挂南窗， 要看梅花试晓妆。 两树相挨前后发， 老夫一月不烧香。,窗、挨、花、香、挂,窗 挨 花 香 挂 烧 月 梅 起 晓,"[[""窗"", 0.06876534223556519], [""挨"", 0.06571297347545624], [""花"", 0.05743877589702606], [""香"", 0.051799528300762177], [""挂"", 0.04340251907706261], [""烧"", 0.03875008225440979], [""月"", 0.0348719023168087], [""梅"", 0.034569766372442245], [""起"", 0.03097350522875786], [""晓"", 0.029291877523064613]]",25.490881
84,梅影上有寒雀来往,梅花,宋,梅花寒雀不须摹， 日影描窗作画图。 寒雀解飞花解舞， 君看此画古今无。,窗、雀、舞、解、君,窗 雀 舞 解 君 画 寒 飞 梅 古,"[[""窗"", 0.06334292143583298], [""雀"", 0.05274820327758789], [""舞"", 0.0419706255197525], [""解"", 0.03942166268825531], [""君"", 0.03885912150144577], [""画"", 0.03752174973487854], [""寒"", 0.03731338307261467], [""飞"", 0.03677022457122803], [""梅"", 0.035053886473178864], [""古"", 0.03261089324951172]]",25.56682
85,昌英知县叔作岁，坐上赋瓶里梅花，时坐上九人,梅花,宋,销冰作水旋成家， 犹似江头竹外斜。 试问坐中还几客？ 九人而已更梅花。,花、问、头、梅、九,花 问 头 梅 九 斜 冰 江 坐 外,"[[""花"", 0.12221851199865341], [""问"", 0.07288254052400589], [""头"", 0.06007044389843941], [""梅"", 0.038314372301101685], [""九"", 0.03758658841252327], [""斜"", 0.03695303946733475], [""冰"", 0.03417142853140831], [""江"", 0.03282275050878525], [""坐"", 0.03277546167373657], [""外"", 0.021714776754379272]]",25.567583
