ID,诗名,作者,朝代,花名,月份,text,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths,l1_polarity,l1_polarity_zh,l2_c2,l2_c2_zh,l3_c3,l3_c3_zh,prob_l1_negative,prob_l1_implicit_negative,prob_l1_neutral,prob_l1_implicit_positive,prob_l1_positive
183,海棠歌,陆游,宋,海棠,二月,"我初入蜀鬓未霜， 南充樊亭看海棠。
当时已谓目未睹， 岂知更有碧鸡坊。
碧鸡海棠天下绝， 枝枝似染猩猩血。
蜀姬艳妆肯让人？ 花前顿觉无颜色。
扁舟东下八千里，桃李真成奴仆尔！若使海棠根可移，扬州芍药应羞死。
风雨春残杜鹃哭， 夜夜寒衾梦还蜀。
何从乞得不死方， 更看千年未为足。",我初入蜀鬓未霜， 南充樊亭看海棠。 当时已谓目未睹， 岂知更有碧鸡坊。 碧鸡海棠,花、霜、雨、寒、棠,花 霜 雨 寒 棠 风 枝 碧 梦 海,"[[""花"", 0.03368675708770752], [""霜"", 0.03190844878554344], [""雨"", 0.031232262030243874], [""寒"", 0.02957308478653431], [""棠"", 0.02373763546347618], [""风"", 0.02243412286043167], [""枝"", 0.02093575708568096], [""碧"", 0.02006646804511547], [""梦"", 0.01819484494626522], [""海"", 0.018181465566158295]]",25.530521,18,海棠|杜鹃|亭|俳优|天|寒食雨|崔|暮冬|月|梦|榴花|橘|河|渔矶|潮|立夏|花|鞭,海棠|亭|千年|千里|夜夜|天|扁舟|扬州|春残|杜鹃|枝枝|桃李|梦|猩血|知更|碧鸡坊|芍药|花|风雨,海棠:3|杜鹃:2|崔:1|鞭:1|俳优:1|榴花:1|潮:1|月:1|寒食雨:1|橘:1|立夏:1|渔矶:1|暮冬:1|河:1|亭:1|天:1|花:1|梦:1,?/海棠|卷四/飞禽类/杜鹃|卷二/宫室类/亭|卷二/人品类/俳优|卷一/天文类/天|卷一/节序类/寒食雨|?/崔|卷一/时令类/暮冬|卷一/天文类/月|卷二/人事类/梦|卷四/百花类/榴花|?/橘|卷一/地舆类/河|卷一/地舆类/渔矶|卷一/地舆类/潮|卷一/节序类/立夏|卷四/百花类/花|卷三/器用类上/鞭,Neutral,中性,,,,,0.046925507,0.23664032,0.47746575,0.22282793,0.016140519
184,游海棠西山示赵彦成,邵雍,宋,海棠,二月,"·东风吹雨过溪门， 白白朱朱乱远村。
滩石已无回棹势， 岸枫犹出系船痕。
时平不厌江山僻， 客好惟知笑语温。
莫上南岗看春色， 海棠花下却销魂。",·东风吹雨过溪门， 白白朱朱乱远村。 滩石已无回棹势， 岸枫犹出系船痕。 时平不,花、山、滩、棠、江,花 山 滩 棠 江 门 岗 村 溪 海,"[[""花"", 0.03151986747980118], [""山"", 0.025324974209070206], [""滩"", 0.023996254429221153], [""棠"", 0.023655874654650688], [""江"", 0.022216109558939934], [""门"", 0.022087126970291138], [""岗"", 0.021132679656147957], [""村"", 0.01951189897954464], [""溪"", 0.018735766410827637], [""海"", 0.017709260806441307]]",25.538517,10,迁居|俳优|客亭|早春|春色|春风|楼|海棠花|游山|石,东风|吹雨|春色|江山|海棠花|溪门|白白|石|笑语|系船|销魂,迁居:2|早春:1|春风:1|游山:1|俳优:1|楼:1|春色:1|海棠花:1|客亭:1|石:1,卷二/宫室类/迁居|卷二/人品类/俳优|卷二/宫室类/客亭|卷一/时令类/早春|卷一/时令类/春色|卷一/天文类/春风|卷二/宫室类/楼|卷四/百花类/海棠花|卷一/地舆类/游山|卷一/地舆类/石,Neutral,中性,,,,,0.02722046,0.31059024,0.3960565,0.24685131,0.019281512
185,海 棠,郭稹,宋,海棠,二月,"朱栏明媚照横塘， 芳树交加枕短墙。
传得东君深意态， 染成西蜀好风光。
破红枝上仍施粉， 繁翠阴中旋扑香。
应为无诗怨工部， 至今含露作啼妆。",朱栏明媚照横塘， 芳树交加枕短墙。 传得东君深意态， 染成西蜀好风光。 破红枝上,露、塘、翠、啼、墙,露 塘 翠 啼 墙 含 香 怨 横 风,"[[""露"", 0.07736058533191681], [""塘"", 0.04919334873557091], [""翠"", 0.03558685630559921], [""啼"", 0.0338832288980484], [""墙"", 0.03320998325943947], [""含"", 0.03290197253227234], [""香"", 0.029227709397673607], [""怨"", 0.027588937431573868], [""横"", 0.025538034737110138], [""风"", 0.022220438346266747]]",25.585783,12,尘|春|春径|春日|枕|柿子|榴花|清明|温泉|花阴|诗|香,东君|交加|意态|明媚|朱栏|枕|枝上|翠阴|芳树|诗|风光|香,春径:1|春日:1|尘:1|花阴:1|春:1|榴花:1|清明:1|柿子:1|温泉:1|枕:1|香:1|诗:1,卷一/地舆类/尘|卷一/时令类/春|?/春径|?/春日|卷三/器用类上/枕|卷四/百果类/柿子|卷四/百花类/榴花|卷一/节序类/清明|卷一/地舆类/温泉|卷四/百花类/花阴|卷二/文学类/诗|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.009014632,0.016250495,0.057814423,0.46486774,0.45205268
186,陪粹翁举酒君子亭寧下海棠方开,陈与义,宋,海棠,二月,"世故驱人殊未央， 即随地主借绳床。
春风浩浩吹游子， 暮雨霏霏湿海棠。
故国衣冠无态度， 隔帘花叶有辉光。
使君礼数能宽否， 酒味撩人我欲狂。",世故驱人殊未央， 即随地主借绳床。 春风浩浩吹游子， 暮雨霏霏湿海棠。 故国衣冠,帘、海、辉、棠、霏,帘 海 辉 棠 霏 花 叶 冠 礼 绳,"[[""帘"", 0.11884455382823944], [""海"", 0.09154410660266876], [""辉"", 0.06564585864543915], [""棠"", 0.05678002908825874], [""霏"", 0.04589022323489189], [""花"", 0.03985433652997017], [""叶"", 0.03374636918306351], [""冠"", 0.03195733577013016], [""礼"", 0.026036662980914116], [""绳"", 0.02251950278878212]]",25.544491,14,冠|含笑花|地|天|妓女|旅|日影|春风|海棠|清明|花|讲僧|酒|雨,冠|地|撩人|故国衣|春风|暮雨|浩浩|海棠|游子|绳床|花|酒|隔帘|霏霏,讲僧:1|春风:1|天:1|清明:1|妓女:1|雨:1|海棠:1|旅:1|日影:1|含笑花:1|地:1|冠:1|花:1|酒:1,卷三/服饰类/冠|卷四/百花类/含笑花|卷一/地舆类/地|卷一/天文类/天|卷二/丽人类/妓女|?/旅|卷一/天文类/日影|卷一/天文类/春风|?/海棠|卷一/节序类/清明|卷四/百花类/花|卷二/释老类/讲僧|卷三/饮食类/酒|卷一/天文类/雨,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.024979318,0.38962054,0.35735998,0.18835613,0.039684106
187,海棠,刘子翚,宋,海棠,二月,"幽姿淑态弄春晴， 梅借风流柳借轻。
种处静宜临野水， 开时长是近清明。
几经夜雨香犹在， 染尽胭脂画不成。
诗老无心为题拂，至今惆帐似含情。",幽姿淑态弄春晴， 梅借风流柳借轻。 种处静宜临野水， 开时长是近清明。 几经夜雨,帐、水、香、脂、风,帐 水 香 脂 风 雨 梅 含 姿 柳,"[[""帐"", 0.08179158717393875], [""水"", 0.0523679256439209], [""香"", 0.04227551072835922], [""脂"", 0.03921818733215332], [""风"", 0.0350070558488369], [""雨"", 0.03361772373318672], [""梅"", 0.03312762454152107], [""含"", 0.02983212284743786], [""姿"", 0.027298342436552048], [""柳"", 0.02544044330716133]]",25.415363,16,云|几|夜雨|帐|春晴|李花|柳|梅花|榴花|江湖|清明|画|神童|秋色|落梅|诗,几|含情|夜雨|帐|幽姿|无心|春晴|柳|淑态|清明|画|胭脂|诗|野水|风流|香犹在,秋色:1|李花:1|春晴:1|神童:1|江湖:1|清明:1|夜雨:1|落梅:1|榴花:1|云:1|梅花:1|柳:1|几:1|画:1|诗:1|帐:1,卷一/天文类/云|卷三/器用类上/几|卷一/天文类/夜雨|卷三/服饰类/帐|卷一/天文类/春晴|卷四/百花类/李花|卷四/树木类/柳|卷四/百花类/梅花|卷四/百花类/榴花|?/江湖|卷一/节序类/清明|卷三/书画类/画|卷二/人品类/神童|卷一/时令类/秋色|卷四/百花类/落梅|卷二/文学类/诗,Implicit Positive,隐性积极,positive,积极,like,喜爱欣赏,0.009720154,0.06801992,0.18948187,0.5624489,0.17032914
188,夜宴赏海棠醉书,陆游,宋,海棠,二月,"便便痴腹本来宽， 不是天涯强作欢。
燕子归来新社雨， 海棠开后却春寒。
醉夸落纸诗千首， 歌费缠头锦百端。
深院不闻传夜漏， 忽惊蜡泪已堆盘。",便便痴腹本来宽， 不是天涯强作欢。 燕子归来新社雨， 海棠开后却春寒。 醉夸落纸,寒、海、泪、歌、棠,寒 海 泪 歌 棠 盘 社 锦 蜡 痴,"[[""寒"", 0.08290567249059677], [""海"", 0.07149095088243484], [""泪"", 0.061142612248659134], [""歌"", 0.04811960086226463], [""棠"", 0.03317346051335335], [""盘"", 0.028448840603232384], [""社"", 0.02767990343272686], [""锦"", 0.026188982650637627], [""蜡"", 0.025978656485676765], [""痴"", 0.024322817102074623]]",25.568497,11,锦|宫阙|旅舍|春寒|海棠|砚屏|葡萄|送友人|雨|鵞|鸽,堆盘|天涯|归来|春寒|海棠|深院|燕子|缠头|落纸|诗千首|锦|雨,锦:2|旅舍:1|鵞:1|鸽:1|海棠:1|春寒:1|砚屏:1|送友人:1|宫阙:1|葡萄:1|雨:1,卷三/珍宝类/锦|卷二/宫室类/宫阙|卷二/宫室类/旅舍|卷一/时令类/春寒|?/海棠|卷三/器用类上/砚屏|卷四/百果类/葡萄|卷三/祖饯类/送友人|卷一/天文类/雨|?/鵞|卷四/飞禽类/鸽,Implicit Negative,隐性消极,neg_anger,负向-愤懑,misgive,忧虑疑惑,0.15981203,0.69340545,0.11084255,0.027116586,0.008823504
189,怀成都海棠,陆游,宋,海棠,二月,"碧鸡坊里海棠时， 弥月兼旬醉不知。
马上难寻前梦境， 樽前谁记旧歌辞。
目穷落日横千嶂； 肠断春光把一枝。
说与故人应不信， 茶烟禅榻鬓成丝。",碧鸡坊里海棠时， 弥月兼旬醉不知。 马上难寻前梦境， 樽前谁记旧歌辞。 目穷落日,光、枝、烟、棠、鬓,光 枝 烟 棠 鬓 碧 榻 梦 月 嶂,"[[""光"", 0.07173822820186615], [""枝"", 0.06507483124732971], [""烟"", 0.053308673202991486], [""棠"", 0.046588487923145294], [""鬓"", 0.038340166211128235], [""碧"", 0.03598335012793541], [""榻"", 0.03387170284986496], [""梦"", 0.03185122460126877], [""月"", 0.030032407492399216], [""嶂"", 0.02717442438006401]]",25.630131,14,寒食雨|悼亡|春径|月|梦|海棠|烟|画花|纸帐|茶|迁居|远水|鞭|风,一枝|故人|春光|月|梦|樽前|海棠|烟|碧鸡坊|禅榻|肠断|茶|落日|马上,鞭:1|海棠:1|寒食雨:1|迁居:1|远水:1|悼亡:1|春径:1|画花:1|风:1|纸帐:1|月:1|梦:1|茶:1|烟:1,卷一/节序类/寒食雨|卷二/人伦类/悼亡|?/春径|卷一/天文类/月|卷二/人事类/梦|?/海棠|卷一/天文类/烟|卷三/书画类/画花|卷三/服饰类/纸帐|卷三/饮食类/茶|卷二/宫室类/迁居|?/远水|卷三/器用类上/鞭|卷一/天文类/风,Implicit Negative,隐性消极,neg_anger,负向-愤懑,misgive,忧虑疑惑,0.05459258,0.554657,0.25945887,0.0992636,0.032027982
19,和裴迪登蜀州东亭送客逢早梅相忆见寄,杜甫,唐,梅花,正月,"东阁官梅动诗兴， 还如何逊在扬州。
此时对雪遥相忆， 送客逢春可自由。
幸不折来伤岁暮， 若为看去乱乡愁。
江边一树垂垂发， 朝夕催人自白头。",东阁官梅动诗兴， 还如何逊在扬州。 此时对雪遥相忆， 送客逢春可自由。 幸不折来,愁、春、雪、梅、白,愁 春 雪 梅 白 逊 江 官 阁 乱,"[[""愁"", 0.11381780356168747], [""春"", 0.06438624858856201], [""雪"", 0.06036890298128128], [""梅"", 0.05732569471001625], [""白"", 0.04093857854604721], [""逊"", 0.032994695007801056], [""江"", 0.026591133326292038], [""官"", 0.02129611372947693], [""阁"", 0.02038177289068699], [""乱"", 0.01819956861436367]]",25.446785,14,名誉|地炉|地理|如昼|官|春|暮冬|梨花|橘|浦|菱角|诗|谪仙|雪意,一树|东阁|垂垂|官|对雪|岁暮|扬州|折来|春|此时|江边|白头|自由|诗,名誉:1|橘:1|如昼:1|地炉:1|谪仙:1|菱角:1|暮冬:1|浦:1|梨花:1|雪意:1|地理:1|官:1|诗:1|春:1,卷二/仕宦类/名誉|卷三/器用类上/地炉|卷二/人品类/地理|?/如昼|?/官|卷一/时令类/春|卷一/时令类/暮冬|卷四/百花类/梨花|?/橘|卷一/地舆类/浦|卷四/百果类/菱角|卷二/文学类/诗|?/谪仙|卷一/天文类/雪意,Negative,消极,neg_anger,负向-愤懑,vexed,烦恼苦闷,0.884367,0.091821134,0.010415844,0.0058707697,0.007525374
190,垂丝海棠,杨万里,宋,海棠,二月,垂丝别得一风光， 谁道全输蜀海棠。风搅玉皇红世界， 日烘青帝紫衣裳。懒无气力仍春醉， 睡起精神欲晓妆。举似老夫新句子， 看渠桃李敢承当！,垂丝别得一风光， 谁道全输蜀海棠。风搅玉皇红世界， 日烘青帝紫衣裳。懒无气力仍春,海、丝、承、棠、睡,海 丝 承 棠 睡 裳 李 举 风 世,"[[""海"", 0.07719304412603378], [""丝"", 0.05472482368350029], [""承"", 0.030681461095809937], [""棠"", 0.03060605376958847], [""睡"", 0.028020648285746574], [""裳"", 0.023355480283498764], [""李"", 0.02284999005496502], [""举"", 0.02197604440152645], [""风"", 0.0208462905138731], [""世"", 0.019690480083227158]]",25.560654,10,海棠|垂丝|天|寒食雨|探春|春|清明|玉|篇章|裳,仍春醉|垂丝|得一|日烘|桃李|海棠风|玉|睡起精神|裳|青帝|风光,海棠:2|垂丝:1|天:1|清明:1|探春:1|篇章:1|春:1|寒食雨:1|玉:1|裳:1,?/海棠|?/垂丝|卷一/天文类/天|卷一/节序类/寒食雨|卷一/时令类/探春|卷一/时令类/春|卷一/节序类/清明|卷三/珍宝类/玉|?/篇章|卷三/服饰类/裳,Implicit Positive,隐性积极,positive,积极,like,喜爱欣赏,0.010675165,0.020451115,0.081483774,0.7103961,0.17699385
191,海 棠(其一),杨万里,宋,海棠,二月,"小园不到负今晨， 晚唤娇红伴老身。
落日争明那肯暮， 艳妆一出更无春。
树间露坐看摇影， 酒底花光并入唇。
银烛不烧渠不睡， 梢头恰恰挂冰轮。",小园不到负今晨， 晚唤娇红伴老身。 落日争明那肯暮， 艳妆一出更无春。 树间露坐,唇、烛、露、争、影,唇 烛 露 争 影 唤 渠 银 恰 坐,"[[""唇"", 0.02374180033802986], [""烛"", 0.023145809769630432], [""露"", 0.02269590273499489], [""争"", 0.01986364647746086], [""影"", 0.01931190676987171], [""唤"", 0.01923622563481331], [""渠"", 0.01811971887946129], [""银"", 0.018056746572256088], [""恰"", 0.018003199249505997], [""坐"", 0.017521217465400696]]",25.537199,10,上元|园|春色|景慕|李花|海棠花|烧|莺|远水|酒,园|娇红|恰恰|春树|梢头|烧|花光|落日|酒|银烛,海棠花:1|远水:1|景慕:1|春色:1|上元:1|李花:1|莺:1|园:1|酒:1|烧:1,卷一/节序类/上元|卷一/地舆类/园|卷一/时令类/春色|卷二/志气类/景慕|卷四/百花类/李花|卷四/百花类/海棠花|?/烧|卷四/飞禽类/莺|?/远水|卷三/饮食类/酒,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.033545986,0.05701788,0.2565088,0.5521125,0.10081482
192,海 棠(其二),杨万里,宋,海棠,二月,竞艳娇红最是他， 教人嫌少不嫌多。初酣晓日红千滴， 晚笑东风澹一涡。自是花中无国色， 非关格外占春窠。开时怪与渠侬醉， 却恨飘零可若何！,竞艳娇红最是他， 教人嫌少不嫌多。初酣晓日红千滴， 晚笑东风澹一涡。自是花中无国,窠、艳、关、涡、滴,窠 艳 关 涡 滴 风 飘 却 竞 日,"[[""窠"", 0.02404981665313244], [""艳"", 0.022919798269867897], [""关"", 0.02184474468231201], [""涡"", 0.020783014595508575], [""滴"", 0.02023368515074253], [""风"", 0.019694406539201736], [""飘"", 0.01843457669019699], [""却"", 0.018332643434405327], [""竞"", 0.017064793035387993], [""日"", 0.01610269397497177]]",25.55736,6,海棠|旅|春|海棠花|美人|花,初酣晓日|国色|娇红|春|晚笑东风|花|飘零,海棠:2|海棠花:1|美人:1|旅:1|花:1|春:1,?/海棠|?/旅|卷一/时令类/春|卷四/百花类/海棠花|卷二/丽人类/美人|卷四/百花类/花,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.02933819,0.5211937,0.28827754,0.14013939,0.021051241
193,祁阳道中见海棠,杨基,明,海棠,二月,"桂阳江口望祁阳， 叠叠烟云入渺茫。
高树绿阴千嶂湿， 野棠疏雨一篱香。
纵无春在犹回首， 况有鹃啼合断肠。
惆怅东湖堤上柳， 暖风轻絮正悠扬。
",桂阳江口望祁阳， 叠叠烟云入渺茫。 高树绿阴千嶂湿， 野棠疏雨一篱香。 纵无春在,阳、雨、柳、桂、香,阳 雨 柳 桂 香 烟 江 棠 风 树,"[[""阳"", 0.04055619239807129], [""雨"", 0.04033209756016731], [""柳"", 0.03658821061253548], [""桂"", 0.03631949424743652], [""香"", 0.034048669040203094], [""烟"", 0.03357100486755371], [""江"", 0.02917836606502533], [""棠"", 0.02654663287103176], [""风"", 0.026327412575483322], [""树"", 0.02329276129603386]]",25.462341,13,春|春晓|柳|江|秋色|笛|萍|观涨|野|钟|陂塘|雨|香,东湖|叠叠|悠扬|断肠|春|暖风|柳|江|烟云|绿阴|野|雨|香,观涨:1|秋色:1|陂塘:1|笛:1|萍:1|春晓:1|钟:1|江:1|野:1|雨:1|香:1|春:1|柳:1,卷一/时令类/春|卷一/时令类/春晓|卷四/树木类/柳|卷一/地舆类/江|卷一/时令类/秋色|卷三/音乐类/笛|卷三/百草类/萍|卷一/地舆类/观涨|?/野|卷三/音乐类/钟|卷一/地舆类/陂塘|卷一/天文类/雨|卷三/器用类下/香,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,miss,思念怀念,0.23256736,0.6401734,0.07230409,0.03563499,0.019320244
194,咏白海棠,曹雪芹,清,海棠,二月,"半卷湘帘半掩门， 碾冰为土玉为盆。
偷来梨蕊三分白， 借得梅花一缕魂。
月窟仙人缝縞袂， 秋闺怨女拭啼痕。
娇羞默默同谁诉， 倦倚西风夜已昏。",半卷湘帘半掩门， 碾冰为土玉为盆。 偷来梨蕊三分白， 借得梅花一缕魂。 月窟仙人,帘、蕊、花、风、盆,帘 蕊 花 风 盆 魂 娇 啼 梨 门,"[[""帘"", 0.09884757548570633], [""蕊"", 0.06119174510240555], [""花"", 0.054097920656204224], [""风"", 0.04437727481126785], [""盆"", 0.02298138290643692], [""魂"", 0.02081487327814102], [""娇"", 0.020273728296160698], [""啼"", 0.020199885591864586], [""梨"", 0.020046481862664223], [""门"", 0.019708486273884773]]",25.501482,9,帘|冬夜|斑竹|新秋|梅花|梨|玉|祥云|秋,一缕|半卷|啼痕|帘|月窟|梅花|梨|玉|秋|西风,帘:2|梅花:1|祥云:1|冬夜:1|斑竹:1|新秋:1|玉:1|梨:1|秋:1,卷三/器用类上/帘|卷一/时令类/冬夜|卷四/竹木类/斑竹|卷一/时令类/新秋|卷四/百花类/梅花|卷四/百果类/梨|卷三/珍宝类/玉|卷一/天文类/祥云|卷一/时令类/秋,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.02675169,0.6711216,0.2561341,0.0355624,0.010430167
195,垂丝海棠,洪适,宋,海棠,二月,脉脉似崔徽， 朝朝长著地。谁能解倒悬， 扶起云鬟坠？,脉脉似崔徽， 朝朝长著地。谁能解倒悬， 扶起云鬟坠？,鬟、云、崔、悬、徽,鬟 云 崔 悬 徽 坠 脉 倒 起 著,"[[""鬟"", 0.2838303744792938], [""云"", 0.16795608401298523], [""崔"", 0.04520604386925697], [""悬"", 0.044659242033958435], [""徽"", 0.04313129931688309], [""坠"", 0.027126749977469444], [""脉"", 0.025195447728037834], [""倒"", 0.02110249735414982], [""起"", 0.019290803000330925], [""著"", 0.018483443185687065]]",25.624418,4,云|冬雨|地|崔,云|地|崔|脉脉,冬雨:1|崔:1|地:1|云:1,卷一/天文类/云|卷一/天文类/冬雨|卷一/地舆类/地|?/崔,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.026446812,0.45462954,0.4412536,0.071533725,0.006136243
