词,C3,C3_zh,C2,C1,source
莺歌蝶舞,joy,欢乐喜悦,pleasure,positive,FCCPSL
重见天日,joy,欢乐喜悦,pleasure,positive,FCCPSL
干脆利落,joy,欢乐喜悦,pleasure,positive,FCCPSL
莺声燕语,joy,欢乐喜悦,pleasure,positive,FCCPSL
洋洋得意,joy,欢乐喜悦,pleasure,positive,FCCPSL
否极泰来,joy,欢乐喜悦,pleasure,positive,FCCPSL
高朋满座,joy,欢乐喜悦,pleasure,positive,FCCPSL
安闲自在,joy,欢乐喜悦,pleasure,positive,FCCPSL
鸾凤和鸣,joy,欢乐喜悦,pleasure,positive,FCCPSL
如痴似醉,joy,欢乐喜悦,pleasure,positive,FCCPSL
红叶题诗,joy,欢乐喜悦,pleasure,positive,FCCPSL
怀着希望,joy,欢乐喜悦,pleasure,positive,FCCPSL
得意扬扬,joy,欢乐喜悦,pleasure,positive,FCCPSL
墙头马上,joy,欢乐喜悦,pleasure,positive,FCCPSL
大喜过望,joy,欢乐喜悦,pleasure,positive,FCCPSL
如获至宝,joy,欢乐喜悦,pleasure,positive,FCCPSL
极乐世界,joy,欢乐喜悦,pleasure,positive,FCCPSL
锦瑟年华,joy,欢乐喜悦,pleasure,positive,FCCPSL
俯拾皆是,joy,欢乐喜悦,pleasure,positive,FCCPSL
兴奋不已,joy,欢乐喜悦,pleasure,positive,FCCPSL
坦诚相见,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢庆胜利,joy,欢乐喜悦,pleasure,positive,FCCPSL
感慨今昔,joy,欢乐喜悦,pleasure,positive,FCCPSL
渴望爱情,joy,欢乐喜悦,pleasure,positive,FCCPSL
两情缱绻,joy,欢乐喜悦,pleasure,positive,FCCPSL
会心一笑,joy,欢乐喜悦,pleasure,positive,FCCPSL
嫣然一笑,joy,欢乐喜悦,pleasure,positive,FCCPSL
悦目赏心,joy,欢乐喜悦,pleasure,positive,FCCPSL
沁人心脾,joy,欢乐喜悦,pleasure,positive,FCCPSL
付之一笑,joy,欢乐喜悦,pleasure,positive,FCCPSL
搔着痒处,joy,欢乐喜悦,pleasure,positive,FCCPSL
空谷足音,joy,欢乐喜悦,pleasure,positive,FCCPSL
如梦初醒,joy,欢乐喜悦,pleasure,positive,FCCPSL
闲适之情,joy,欢乐喜悦,pleasure,positive,FCCPSL
诸事如意,joy,欢乐喜悦,pleasure,positive,FCCPSL
乐观向上,joy,欢乐喜悦,pleasure,positive,FCCPSL
即景抒情,joy,欢乐喜悦,pleasure,positive,FCCPSL
追欢逐乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
娱情悦志,joy,欢乐喜悦,pleasure,positive,FCCPSL
袭故弥新,joy,欢乐喜悦,pleasure,positive,FCCPSL
大声欢呼,joy,欢乐喜悦,pleasure,positive,FCCPSL
回眸一笑,joy,欢乐喜悦,pleasure,positive,FCCPSL
豪华热闹,joy,欢乐喜悦,pleasure,positive,FCCPSL
娱乐胜地,joy,欢乐喜悦,pleasure,positive,FCCPSL
因景生情,joy,欢乐喜悦,pleasure,positive,FCCPSL
青云得志,joy,欢乐喜悦,pleasure,positive,FCCPSL
低眉信手,joy,欢乐喜悦,pleasure,positive,FCCPSL
燕舞莺歌,joy,欢乐喜悦,pleasure,positive,FCCPSL
野情逸趣,joy,欢乐喜悦,pleasure,positive,FCCPSL
春意阑珊,joy,欢乐喜悦,pleasure,positive,FCCPSL
悠哉悠哉,joy,欢乐喜悦,pleasure,positive,FCCPSL
心血沸腾,joy,欢乐喜悦,pleasure,positive,FCCPSL
风雨淋漓,joy,欢乐喜悦,pleasure,positive,FCCPSL
满心高兴,joy,欢乐喜悦,pleasure,positive,FCCPSL
逸趣横生,joy,欢乐喜悦,pleasure,positive,FCCPSL
泪水盈眶,joy,欢乐喜悦,pleasure,positive,FCCPSL
诗情洋溢,joy,欢乐喜悦,pleasure,positive,FCCPSL
生趣盎然,joy,欢乐喜悦,pleasure,positive,FCCPSL
丽日当空,joy,欢乐喜悦,pleasure,positive,FCCPSL
合家团聚,joy,欢乐喜悦,pleasure,positive,FCCPSL
悠然自在,joy,欢乐喜悦,pleasure,positive,FCCPSL
陶然自得,joy,欢乐喜悦,pleasure,positive,FCCPSL
兴味盎然,joy,欢乐喜悦,pleasure,positive,FCCPSL
熙熙融融,joy,欢乐喜悦,pleasure,positive,FCCPSL
春机盎然,joy,欢乐喜悦,pleasure,positive,FCCPSL
日久长新,joy,欢乐喜悦,pleasure,positive,FCCPSL
波光交融,joy,欢乐喜悦,pleasure,positive,FCCPSL
比翼双飞,joy,欢乐喜悦,pleasure,positive,FCCPSL
发人兴味,joy,欢乐喜悦,pleasure,positive,FCCPSL
引人发笑,joy,欢乐喜悦,pleasure,positive,FCCPSL
翛然远瞩,joy,欢乐喜悦,pleasure,positive,FCCPSL
自为天地,joy,欢乐喜悦,pleasure,positive,FCCPSL
触景而生,joy,欢乐喜悦,pleasure,positive,FCCPSL
顺风朗月,joy,欢乐喜悦,pleasure,positive,FCCPSL
好不热闹,joy,欢乐喜悦,pleasure,positive,FCCPSL
各得自在,joy,欢乐喜悦,pleasure,positive,FCCPSL
欣欣自如,joy,欢乐喜悦,pleasure,positive,FCCPSL
开花吐叶,joy,欢乐喜悦,pleasure,positive,FCCPSL
元宵节,joy,欢乐喜悦,pleasure,positive,FCCPSL
轻轻地,joy,欢乐喜悦,pleasure,positive,FCCPSL
兴冲冲,joy,欢乐喜悦,pleasure,positive,FCCPSL
尽情地,joy,欢乐喜悦,pleasure,positive,FCCPSL
阳关道,joy,欢乐喜悦,pleasure,positive,FCCPSL
有乐趣,joy,欢乐喜悦,pleasure,positive,FCCPSL
飘飘然,joy,欢乐喜悦,pleasure,positive,FCCPSL
轻飘飘,joy,欢乐喜悦,pleasure,positive,FCCPSL
愉快地,joy,欢乐喜悦,pleasure,positive,FCCPSL
快乐地,joy,欢乐喜悦,pleasure,positive,FCCPSL
轻快地,joy,欢乐喜悦,pleasure,positive,FCCPSL
受欢迎,joy,欢乐喜悦,pleasure,positive,FCCPSL
气昂昂,joy,欢乐喜悦,pleasure,positive,FCCPSL
合家欢,joy,欢乐喜悦,pleasure,positive,FCCPSL
乐悠悠,joy,欢乐喜悦,pleasure,positive,FCCPSL
有精神,joy,欢乐喜悦,pleasure,positive,FCCPSL
痛快地,joy,欢乐喜悦,pleasure,positive,FCCPSL
有兴致,joy,欢乐喜悦,pleasure,positive,FCCPSL
田园画,joy,欢乐喜悦,pleasure,positive,FCCPSL
舒服地,joy,欢乐喜悦,pleasure,positive,FCCPSL
轻易地,joy,欢乐喜悦,pleasure,positive,FCCPSL
有激情,joy,欢乐喜悦,pleasure,positive,FCCPSL
爱美的,joy,欢乐喜悦,pleasure,positive,FCCPSL
激烈,joy,欢乐喜悦,pleasure,positive,FCCPSL
愉快,joy,欢乐喜悦,pleasure,positive,FCCPSL
胜利,joy,欢乐喜悦,pleasure,positive,FCCPSL
嬉戏,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢腾,joy,欢乐喜悦,pleasure,positive,FCCPSL
乐观,joy,欢乐喜悦,pleasure,positive,FCCPSL
自豪,joy,欢乐喜悦,pleasure,positive,FCCPSL
成功,joy,欢乐喜悦,pleasure,positive,FCCPSL
轻快,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
惬意,joy,欢乐喜悦,pleasure,positive,FCCPSL
兴奋,joy,欢乐喜悦,pleasure,positive,FCCPSL
热烈,joy,欢乐喜悦,pleasure,positive,FCCPSL
开放,joy,欢乐喜悦,pleasure,positive,FCCPSL
凯旋,joy,欢乐喜悦,pleasure,positive,FCCPSL
幸福,joy,欢乐喜悦,pleasure,positive,FCCPSL
安逸,joy,欢乐喜悦,pleasure,positive,FCCPSL
轻松,joy,欢乐喜悦,pleasure,positive,FCCPSL
喜剧,joy,欢乐喜悦,pleasure,positive,FCCPSL
和睦,joy,欢乐喜悦,pleasure,positive,FCCPSL
完成,joy,欢乐喜悦,pleasure,positive,FCCPSL
高兴,joy,欢乐喜悦,pleasure,positive,FCCPSL
微微,joy,欢乐喜悦,pleasure,positive,FCCPSL
快乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
可喜,joy,欢乐喜悦,pleasure,positive,FCCPSL
圆满,joy,欢乐喜悦,pleasure,positive,FCCPSL
幸运,joy,欢乐喜悦,pleasure,positive,FCCPSL
喜庆,joy,欢乐喜悦,pleasure,positive,FCCPSL
尽情,joy,欢乐喜悦,pleasure,positive,FCCPSL
喜悦,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢愉,joy,欢乐喜悦,pleasure,positive,FCCPSL
好好,joy,欢乐喜悦,pleasure,positive,FCCPSL
知遇,joy,欢乐喜悦,pleasure,positive,FCCPSL
抒怀,joy,欢乐喜悦,pleasure,positive,FCCPSL
精神,joy,欢乐喜悦,pleasure,positive,FCCPSL
增加,joy,欢乐喜悦,pleasure,positive,FCCPSL
答应,joy,欢乐喜悦,pleasure,positive,FCCPSL
班师,joy,欢乐喜悦,pleasure,positive,FCCPSL
得到,joy,欢乐喜悦,pleasure,positive,FCCPSL
奔放,joy,欢乐喜悦,pleasure,positive,FCCPSL
升起,joy,欢乐喜悦,pleasure,positive,FCCPSL
彩霞,joy,欢乐喜悦,pleasure,positive,FCCPSL
相逢,joy,欢乐喜悦,pleasure,positive,FCCPSL
愉悦,joy,欢乐喜悦,pleasure,positive,FCCPSL
诗情,joy,欢乐喜悦,pleasure,positive,FCCPSL
怡然,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢悦,joy,欢乐喜悦,pleasure,positive,FCCPSL
随意,joy,欢乐喜悦,pleasure,positive,FCCPSL
欣然,joy,欢乐喜悦,pleasure,positive,FCCPSL
快意,joy,欢乐喜悦,pleasure,positive,FCCPSL
会心,joy,欢乐喜悦,pleasure,positive,FCCPSL
微笑,joy,欢乐喜悦,pleasure,positive,FCCPSL
中选,joy,欢乐喜悦,pleasure,positive,FCCPSL
团聚,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢快,joy,欢乐喜悦,pleasure,positive,FCCPSL
清醒,joy,欢乐喜悦,pleasure,positive,FCCPSL
起来,joy,欢乐喜悦,pleasure,positive,FCCPSL
破涕,joy,欢乐喜悦,pleasure,positive,FCCPSL
重逢,joy,欢乐喜悦,pleasure,positive,FCCPSL
融洽,joy,欢乐喜悦,pleasure,positive,FCCPSL
充分,joy,欢乐喜悦,pleasure,positive,FCCPSL
出头,joy,欢乐喜悦,pleasure,positive,FCCPSL
大白,joy,欢乐喜悦,pleasure,positive,FCCPSL
彻悟,joy,欢乐喜悦,pleasure,positive,FCCPSL
红火,joy,欢乐喜悦,pleasure,positive,FCCPSL
得意,joy,欢乐喜悦,pleasure,positive,FCCPSL
悠然,joy,欢乐喜悦,pleasure,positive,FCCPSL
报喜,joy,欢乐喜悦,pleasure,positive,FCCPSL
充溢,joy,欢乐喜悦,pleasure,positive,FCCPSL
感悟,joy,欢乐喜悦,pleasure,positive,FCCPSL
揭示,joy,欢乐喜悦,pleasure,positive,FCCPSL
享有,joy,欢乐喜悦,pleasure,positive,FCCPSL
展翅,joy,欢乐喜悦,pleasure,positive,FCCPSL
翱翔,joy,欢乐喜悦,pleasure,positive,FCCPSL
娱乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
消遣,joy,欢乐喜悦,pleasure,positive,FCCPSL
热闹,joy,欢乐喜悦,pleasure,positive,FCCPSL
升迁,joy,欢乐喜悦,pleasure,positive,FCCPSL
提升,joy,欢乐喜悦,pleasure,positive,FCCPSL
洋洋,joy,欢乐喜悦,pleasure,positive,FCCPSL
畅快,joy,欢乐喜悦,pleasure,positive,FCCPSL
和美,joy,欢乐喜悦,pleasure,positive,FCCPSL
高昂,joy,欢乐喜悦,pleasure,positive,FCCPSL
收复,joy,欢乐喜悦,pleasure,positive,FCCPSL
战胜,joy,欢乐喜悦,pleasure,positive,FCCPSL
飞驰,joy,欢乐喜悦,pleasure,positive,FCCPSL
增强,joy,欢乐喜悦,pleasure,positive,FCCPSL
进展,joy,欢乐喜悦,pleasure,positive,FCCPSL
如意,joy,欢乐喜悦,pleasure,positive,FCCPSL
高歌,joy,欢乐喜悦,pleasure,positive,FCCPSL
激昂,joy,欢乐喜悦,pleasure,positive,FCCPSL
愿意,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢宴,joy,欢乐喜悦,pleasure,positive,FCCPSL
笑语,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢笑,joy,欢乐喜悦,pleasure,positive,FCCPSL
新年,joy,欢乐喜悦,pleasure,positive,FCCPSL
机会,joy,欢乐喜悦,pleasure,positive,FCCPSL
佳节,joy,欢乐喜悦,pleasure,positive,FCCPSL
春风,joy,欢乐喜悦,pleasure,positive,FCCPSL
飞扬,joy,欢乐喜悦,pleasure,positive,FCCPSL
升平,joy,欢乐喜悦,pleasure,positive,FCCPSL
振奋,joy,欢乐喜悦,pleasure,positive,FCCPSL
放眼,joy,欢乐喜悦,pleasure,positive,FCCPSL
飞舞,joy,欢乐喜悦,pleasure,positive,FCCPSL
逍遥,joy,欢乐喜悦,pleasure,positive,FCCPSL
舒展,joy,欢乐喜悦,pleasure,positive,FCCPSL
自愿,joy,欢乐喜悦,pleasure,positive,FCCPSL
打开,joy,欢乐喜悦,pleasure,positive,FCCPSL
愿望,joy,欢乐喜悦,pleasure,positive,FCCPSL
春景,joy,欢乐喜悦,pleasure,positive,FCCPSL
和乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
青春,joy,欢乐喜悦,pleasure,positive,FCCPSL
转世,joy,欢乐喜悦,pleasure,positive,FCCPSL
元夜,joy,欢乐喜悦,pleasure,positive,FCCPSL
元宵,joy,欢乐喜悦,pleasure,positive,FCCPSL
尽兴,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢娱,joy,欢乐喜悦,pleasure,positive,FCCPSL
打扮,joy,欢乐喜悦,pleasure,positive,FCCPSL
嬉笑,joy,欢乐喜悦,pleasure,positive,FCCPSL
高涨,joy,欢乐喜悦,pleasure,positive,FCCPSL
缱绻,joy,欢乐喜悦,pleasure,positive,FCCPSL
充盈,joy,欢乐喜悦,pleasure,positive,FCCPSL
得志,joy,欢乐喜悦,pleasure,positive,FCCPSL
经验,joy,欢乐喜悦,pleasure,positive,FCCPSL
变好,joy,欢乐喜悦,pleasure,positive,FCCPSL
生情,joy,欢乐喜悦,pleasure,positive,FCCPSL
积蓄,joy,欢乐喜悦,pleasure,positive,FCCPSL
清爽,joy,欢乐喜悦,pleasure,positive,FCCPSL
美满,joy,欢乐喜悦,pleasure,positive,FCCPSL
顺利,joy,欢乐喜悦,pleasure,positive,FCCPSL
吹拂,joy,欢乐喜悦,pleasure,positive,FCCPSL
洋溢,joy,欢乐喜悦,pleasure,positive,FCCPSL
飞越,joy,欢乐喜悦,pleasure,positive,FCCPSL
激奋,joy,欢乐喜悦,pleasure,positive,FCCPSL
阳光,joy,欢乐喜悦,pleasure,positive,FCCPSL
解脱,joy,欢乐喜悦,pleasure,positive,FCCPSL
便于,joy,欢乐喜悦,pleasure,positive,FCCPSL
尽欢,joy,欢乐喜悦,pleasure,positive,FCCPSL
伴侣,joy,欢乐喜悦,pleasure,positive,FCCPSL
庆幸,joy,欢乐喜悦,pleasure,positive,FCCPSL
对歌,joy,欢乐喜悦,pleasure,positive,FCCPSL
有年,joy,欢乐喜悦,pleasure,positive,FCCPSL
之乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
享受,joy,欢乐喜悦,pleasure,positive,FCCPSL
祝愿,joy,欢乐喜悦,pleasure,positive,FCCPSL
启示,joy,欢乐喜悦,pleasure,positive,FCCPSL
遨游,joy,欢乐喜悦,pleasure,positive,FCCPSL
容光,joy,欢乐喜悦,pleasure,positive,FCCPSL
惊喜,joy,欢乐喜悦,pleasure,positive,FCCPSL
春意,joy,欢乐喜悦,pleasure,positive,FCCPSL
情欲,joy,欢乐喜悦,pleasure,positive,FCCPSL
热恋,joy,欢乐喜悦,pleasure,positive,FCCPSL
洞房,joy,欢乐喜悦,pleasure,positive,FCCPSL
新婚,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢聚,joy,欢乐喜悦,pleasure,positive,FCCPSL
行乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
情人,joy,欢乐喜悦,pleasure,positive,FCCPSL
大好,joy,欢乐喜悦,pleasure,positive,FCCPSL
游乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
音信,joy,欢乐喜悦,pleasure,positive,FCCPSL
同乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
照耀,joy,欢乐喜悦,pleasure,positive,FCCPSL
喜气,joy,欢乐喜悦,pleasure,positive,FCCPSL
欣喜,joy,欢乐喜悦,pleasure,positive,FCCPSL
梦境,joy,欢乐喜悦,pleasure,positive,FCCPSL
满足,joy,欢乐喜悦,pleasure,positive,FCCPSL
不胜,joy,欢乐喜悦,pleasure,positive,FCCPSL
康乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
得分,joy,欢乐喜悦,pleasure,positive,FCCPSL
朝阳,joy,欢乐喜悦,pleasure,positive,FCCPSL
飞翔,joy,欢乐喜悦,pleasure,positive,FCCPSL
好转,joy,欢乐喜悦,pleasure,positive,FCCPSL
互通,joy,欢乐喜悦,pleasure,positive,FCCPSL
情味,joy,欢乐喜悦,pleasure,positive,FCCPSL
安乐,joy,欢乐喜悦,pleasure,positive,FCCPSL
恢复,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢欣,joy,欢乐喜悦,pleasure,positive,FCCPSL
舒心,joy,欢乐喜悦,pleasure,positive,FCCPSL
开怀,joy,欢乐喜悦,pleasure,positive,FCCPSL
畅饮,joy,欢乐喜悦,pleasure,positive,FCCPSL
纵情,joy,欢乐喜悦,pleasure,positive,FCCPSL
黎明,joy,欢乐喜悦,pleasure,positive,FCCPSL
悠游,joy,欢乐喜悦,pleasure,positive,FCCPSL
扬扬,joy,欢乐喜悦,pleasure,positive,FCCPSL
满怀,joy,欢乐喜悦,pleasure,positive,FCCPSL
悠哉,joy,欢乐喜悦,pleasure,positive,FCCPSL
生趣,joy,欢乐喜悦,pleasure,positive,FCCPSL
启发,joy,欢乐喜悦,pleasure,positive,FCCPSL
游玩,joy,欢乐喜悦,pleasure,positive,FCCPSL
尽意,joy,欢乐喜悦,pleasure,positive,FCCPSL
得主,joy,欢乐喜悦,pleasure,positive,FCCPSL
放晴,joy,欢乐喜悦,pleasure,positive,FCCPSL
取得,joy,欢乐喜悦,pleasure,positive,FCCPSL
游兴,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢畅,joy,欢乐喜悦,pleasure,positive,FCCPSL
吉庆,joy,欢乐喜悦,pleasure,positive,FCCPSL
允许,joy,欢乐喜悦,pleasure,positive,FCCPSL
庆祝,joy,欢乐喜悦,pleasure,positive,FCCPSL
包举,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢度,joy,欢乐喜悦,pleasure,positive,FCCPSL
游赏,joy,欢乐喜悦,pleasure,positive,FCCPSL
乐趣,joy,欢乐喜悦,pleasure,positive,FCCPSL
痛快,joy,欢乐喜悦,pleasure,positive,FCCPSL
激活,joy,欢乐喜悦,pleasure,positive,FCCPSL
获得,joy,欢乐喜悦,pleasure,positive,FCCPSL
春潮,joy,欢乐喜悦,pleasure,positive,FCCPSL
生息,joy,欢乐喜悦,pleasure,positive,FCCPSL
火花,joy,欢乐喜悦,pleasure,positive,FCCPSL
较好,joy,欢乐喜悦,pleasure,positive,FCCPSL
升级,joy,欢乐喜悦,pleasure,positive,FCCPSL
缠绵,joy,欢乐喜悦,pleasure,positive,FCCPSL
演出,joy,欢乐喜悦,pleasure,positive,FCCPSL
激发,joy,欢乐喜悦,pleasure,positive,FCCPSL
驰骋,joy,欢乐喜悦,pleasure,positive,FCCPSL
游戏,joy,欢乐喜悦,pleasure,positive,FCCPSL
机遇,joy,欢乐喜悦,pleasure,positive,FCCPSL
欣快,joy,欢乐喜悦,pleasure,positive,FCCPSL
奔驰,joy,欢乐喜悦,pleasure,positive,FCCPSL
大捷,joy,欢乐喜悦,pleasure,positive,FCCPSL
告捷,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢送,joy,欢乐喜悦,pleasure,positive,FCCPSL
扩展,joy,欢乐喜悦,pleasure,positive,FCCPSL
激扬,joy,欢乐喜悦,pleasure,positive,FCCPSL
生产,joy,欢乐喜悦,pleasure,positive,FCCPSL
回归,joy,欢乐喜悦,pleasure,positive,FCCPSL
感奋,joy,欢乐喜悦,pleasure,positive,FCCPSL
恰好,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢喜,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢唱,joy,欢乐喜悦,pleasure,positive,FCCPSL
祥瑞,joy,欢乐喜悦,pleasure,positive,FCCPSL
大喜,joy,欢乐喜悦,pleasure,positive,FCCPSL
甜美,joy,欢乐喜悦,pleasure,positive,FCCPSL
神采,joy,欢乐喜悦,pleasure,positive,FCCPSL
放情,joy,欢乐喜悦,pleasure,positive,FCCPSL
觉醒,joy,欢乐喜悦,pleasure,positive,FCCPSL
摇篮,joy,欢乐喜悦,pleasure,positive,FCCPSL
中兴,joy,欢乐喜悦,pleasure,positive,FCCPSL
情事,joy,欢乐喜悦,pleasure,positive,FCCPSL
酣畅,joy,欢乐喜悦,pleasure,positive,FCCPSL
徜徉,joy,欢乐喜悦,pleasure,positive,FCCPSL
闲适,joy,欢乐喜悦,pleasure,positive,FCCPSL
巧遇,joy,欢乐喜悦,pleasure,positive,FCCPSL
放歌,joy,欢乐喜悦,pleasure,positive,FCCPSL
梦想,joy,欢乐喜悦,pleasure,positive,FCCPSL
怡悦,joy,欢乐喜悦,pleasure,positive,FCCPSL
彩虹,joy,欢乐喜悦,pleasure,positive,FCCPSL
摆动,joy,欢乐喜悦,pleasure,positive,FCCPSL
碧空,joy,欢乐喜悦,pleasure,positive,FCCPSL
畅谈,joy,欢乐喜悦,pleasure,positive,FCCPSL
享用,joy,欢乐喜悦,pleasure,positive,FCCPSL
酣醉,joy,欢乐喜悦,pleasure,positive,FCCPSL
达观,joy,欢乐喜悦,pleasure,positive,FCCPSL
约会,joy,欢乐喜悦,pleasure,positive,FCCPSL
飞腾,joy,欢乐喜悦,pleasure,positive,FCCPSL
达成,joy,欢乐喜悦,pleasure,positive,FCCPSL
承应,joy,欢乐喜悦,pleasure,positive,FCCPSL
报捷,joy,欢乐喜悦,pleasure,positive,FCCPSL
喜讯,joy,欢乐喜悦,pleasure,positive,FCCPSL
捷报,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢呼,joy,欢乐喜悦,pleasure,positive,FCCPSL
获胜,joy,欢乐喜悦,pleasure,positive,FCCPSL
火热,joy,欢乐喜悦,pleasure,positive,FCCPSL
喜人,joy,欢乐喜悦,pleasure,positive,FCCPSL
秋波,joy,欢乐喜悦,pleasure,positive,FCCPSL
情爱,joy,欢乐喜悦,pleasure,positive,FCCPSL
欢歌,joy,欢乐喜悦,pleasure,positive,FCCPSL
爽心,joy,欢乐喜悦,pleasure,positive,FCCPSL
游历,joy,欢乐喜悦,pleasure,positive,FCCPSL
爱悦,joy,欢乐喜悦,pleasure,positive,FCCPSL
莞尔,joy,欢乐喜悦,pleasure,positive,FCCPSL
沐浴,joy,欢乐喜悦,pleasure,positive,FCCPSL
战果,joy,欢乐喜悦,pleasure,positive,FCCPSL
顺当,joy,欢乐喜悦,pleasure,positive,FCCPSL
清闲,joy,欢乐喜悦,pleasure,positive,FCCPSL
快感,joy,欢乐喜悦,pleasure,positive,FCCPSL
夺得,joy,欢乐喜悦,pleasure,positive,FCCPSL
频传,joy,欢乐喜悦,pleasure,positive,FCCPSL
乐和,joy,欢乐喜悦,pleasure,positive,FCCPSL
厚厚,joy,欢乐喜悦,pleasure,positive,FCCPSL
淋漓,joy,欢乐喜悦,pleasure,positive,FCCPSL
取胜,joy,欢乐喜悦,pleasure,positive,FCCPSL
乐于,joy,欢乐喜悦,pleasure,positive,FCCPSL
情兴,joy,欢乐喜悦,pleasure,positive,FCCPSL
豁然,joy,欢乐喜悦,pleasure,positive,FCCPSL
顿悟,joy,欢乐喜悦,pleasure,positive,FCCPSL
宽恕,joy,欢乐喜悦,pleasure,positive,FCCPSL
消受,joy,欢乐喜悦,pleasure,positive,FCCPSL
飞奔,joy,欢乐喜悦,pleasure,positive,FCCPSL
高唱,joy,欢乐喜悦,pleasure,positive,FCCPSL
奏凯,joy,欢乐喜悦,pleasure,positive,FCCPSL
颁发,joy,欢乐喜悦,pleasure,positive,FCCPSL
甜蜜,joy,欢乐喜悦,pleasure,positive,FCCPSL
开辟,joy,欢乐喜悦,pleasure,positive,FCCPSL
瑞气,joy,欢乐喜悦,pleasure,positive,FCCPSL
开心,joy,欢乐喜悦,pleasure,positive,FCCPSL
解放,joy,欢乐喜悦,pleasure,positive,FCCPSL
兴会,joy,欢乐喜悦,pleasure,positive,FCCPSL
